area_type,availability,location,total_sqft,bath,balcony,price,bhk,price_per_sqft,high_value,cluster
Plot  Area,Ready To Move,Banaswadi,2250.0,5.0,2.0,240.0,5,10666.666666666666,1,3
Super built-up  Area,Ready To Move,Electronic City,770.0,1.0,1.0,38.0,2,4935.064935064935,0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,3930.0,5.0,2.0,330.0,4,8396.946564885497,1,0
Built-up  Area,Ready To Move,Abbigere,3000.0,8.0,0.0,150.0,8,5000.0,1,2
Built-up  Area,Ready To Move,Hebbal,3758.0,4.0,2.0,450.0,4,11974.454497072911,1,3
Super built-up  Area,Ready To Move,Bhoganhalli,1707.0,3.0,2.0,115.0,3,6736.965436438196,1,0
Super built-up  Area,Ready To Move,Sultan Palaya,1070.0,2.0,2.0,49.0,2,4579.439252336449,0,2
Built-up  Area,Ready To Move,Whitefield,6000.0,4.0,2.0,410.0,4,6833.333333333333,1,0
Super built-up  Area,18-Apr,Tumkur Road,1240.0,2.0,1.0,83.0,3,6693.548387096775,0,0
Super built-up  Area,19-Dec,JP Nagar,1300.0,2.0,1.0,91.65,2,7050.0,0,0
Super built-up  Area,Ready To Move,Ambalipura,1700.0,2.0,2.0,76.0,2,4470.588235294118,0,2
Super built-up  Area,Ready To Move,Hulimavu,935.0,2.0,3.0,45.0,2,4812.834224598931,0,2
Super built-up  Area,Ready To Move,Thigalarapalya,2072.0,4.0,2.0,151.0,3,7287.644787644787,1,0
Built-up  Area,Ready To Move,other,2200.0,3.0,1.0,225.0,4,10227.272727272728,1,3
Super built-up  Area,Ready To Move,Jalahalli,615.0,1.0,1.0,46.0,1,7479.674796747968,0,0
Super built-up  Area,Ready To Move,KR Puram,1116.0,2.0,1.0,45.0,2,4032.2580645161293,0,2
Super built-up  Area,18-Dec,Whitefield,1639.0,3.0,2.0,107.0,3,6528.370957901159,1,0
Super built-up  Area,Ready To Move,Marathahalli,1839.0,3.0,2.0,130.0,3,7069.0592713431215,1,0
Super built-up  Area,Ready To Move,Horamavu Agara,625.0,1.0,1.0,27.0,1,4320.0,0,2
Super built-up  Area,18-May,Thanisandra,933.0,1.0,1.0,61.0,1,6538.049303322615,0,0
Super built-up  Area,Ready To Move,Hosur Road,2289.0,3.0,3.0,180.0,3,7863.695937090432,1,0
Built-up  Area,Ready To Move,Ramamurthy Nagar,2316.0,3.0,0.0,125.0,3,5397.2366148531955,1,2
Built-up  Area,Ready To Move,Horamavu Agara,1080.0,2.0,1.0,38.0,2,3518.5185185185187,0,2
Plot  Area,Ready To Move,Hormavu,1200.0,2.0,0.0,73.0,2,6083.333333333333,0,0
Super built-up  Area,Ready To Move,Kothanur,1142.0,2.0,2.0,56.0,2,4903.6777583187395,0,2
Plot  Area,18-Mar,Hormavu,1800.0,3.0,1.0,204.0,3,11333.333333333334,1,3
Super built-up  Area,Ready To Move,AECS Layout,1005.0,2.0,1.0,55.0,2,5472.636815920398,0,2
Built-up  Area,18-Apr,other,1626.6,3.0,1.0,133.0,3,8176.564613303824,1,0
Super built-up  Area,Ready To Move,Kothanur,1074.0,2.0,2.0,54.0,2,5027.932960893855,0,2
Carpet  Area,Ready To Move,Basavangudi,1230.0,2.0,0.0,80.0,2,6504.065040650406,0,0
Built-up  Area,20-Dec,Whitefield,1820.0,3.0,2.0,113.0,3,6208.791208791209,1,0
Plot  Area,Ready To Move,other,1348.0,2.0,0.0,100.0,2,7418.39762611276,1,0
Super built-up  Area,Ready To Move,Kasavanhalli,1230.0,2.0,2.0,66.25,2,5386.178861788618,0,2
Built-up  Area,Ready To Move,Frazer Town,1200.0,2.0,1.0,78.0,2,6500.0,0,0
Super built-up  Area,18-Jul,Hosa Road,1161.0,2.0,1.0,55.15,2,4750.215331610681,0,2
Plot  Area,Ready To Move,other,1350.0,4.0,0.0,175.0,4,12962.962962962964,1,3
Super built-up  Area,Ready To Move,Kothanur,1285.0,2.0,1.0,60.0,2,4669.260700389105,0,2
Super built-up  Area,17-Jun,Electronic City,1644.0,3.0,2.0,92.59,3,5631.995133819952,0,0
Super built-up  Area,Ready To Move,Kasavanhalli,1819.0,3.0,1.0,150.0,3,8246.289169873557,1,0
Super built-up  Area,Ready To Move,1st Phase JP Nagar,1205.0,2.0,1.0,85.0,2,7053.941908713693,0,0
Super built-up  Area,Ready To Move,Basavangudi,2350.0,3.0,3.0,300.0,3,12765.95744680851,1,3
Super built-up  Area,Ready To Move,Uttarahalli,1050.0,2.0,1.0,42.0,2,4000.0,0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1270.0,2.0,2.0,62.0,2,4881.889763779527,0,2
Super built-up  Area,Ready To Move,Jigani,1221.0,3.0,3.0,70.0,3,5733.005733005733,0,0
Super built-up  Area,Ready To Move,Haralur Road,1315.0,2.0,1.0,85.0,2,6463.878326996198,0,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1250.0,2.0,2.0,68.0,2,5440.0,0,2
Super built-up  Area,Ready To Move,Bisuvanahalli,850.0,2.0,1.0,27.0,2,3176.470588235294,0,2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1600.0,2.0,2.0,110.0,3,6875.0,1,0
Built-up  Area,Ready To Move,Electronic City,1250.0,2.0,1.0,62.0,2,4960.0,0,2
Built-up  Area,Ready To Move,Electronic City Phase II,1300.0,2.0,2.0,28.0,2,2153.846153846154,0,2
Plot  Area,Ready To Move,Ambedkar Nagar,5000.0,4.0,2.0,536.0,4,10720.0,1,3
Plot  Area,Ready To Move,Judicial Layout,1500.0,3.0,2.0,162.0,4,10800.0,1,3
Built-up  Area,Ready To Move,6th Phase JP Nagar,750.0,1.0,1.0,105.0,1,14000.0,1,1
Super built-up  Area,Ready To Move,Gubbalala,2000.0,3.0,3.0,125.0,3,6250.0,1,0
Built-up  Area,18-May,Electronic City Phase II,1940.0,4.0,3.0,116.0,3,5979.381443298969,1,0
Super built-up  Area,18-Dec,Hennur Road,1590.0,3.0,2.0,105.0,3,6603.773584905661,1,0
Super built-up  Area,Ready To Move,Kothanur,1075.0,2.0,2.0,53.0,2,4930.232558139535,0,2
Plot  Area,Ready To Move,TC Palaya,900.0,2.0,0.0,55.0,2,6111.111111111111,0,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1260.0,2.0,1.0,62.0,3,4920.6349206349205,0,2
Super built-up  Area,Ready To Move,Thanisandra,1702.0,3.0,2.0,107.0,3,6286.721504112808,1,0
Super built-up  Area,Ready To Move,Bisuvanahalli,1080.0,2.0,2.0,65.0,3,6018.518518518518,0,0
Built-up  Area,Ready To Move,Kasavanhalli,1189.0,2.0,1.0,45.0,2,3784.6930193439866,0,2
Super built-up  Area,Ready To Move,Tumkur Road,1035.0,2.0,1.0,39.0,2,3768.1159420289855,0,2
Super built-up  Area,18-Aug,Hennur Road,1200.0,2.0,1.0,36.0,2,3000.0,0,2
Plot  Area,Ready To Move,other,4482.0,6.0,2.0,852.0,8,19009.37081659973,1,1
Plot  Area,Ready To Move,other,1200.0,3.0,0.0,200.0,3,16666.666666666668,1,1
Super built-up  Area,19-Apr,Yelahanka,1330.0,2.0,1.0,93.65,2,7041.353383458647,0,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1935.0,4.0,2.0,125.0,3,6459.948320413437,1,0
Super built-up  Area,Ready To Move,other,1410.0,3.0,3.0,90.0,3,6382.978723404255,0,0
Super built-up  Area,Ready To Move,Narayanapura,1469.0,2.0,2.0,99.14,2,6748.8087134104835,0,0
Super built-up  Area,Ready To Move,Varthur,986.0,2.0,1.0,30.0,2,3042.5963488843813,0,2
Super built-up  Area,Ready To Move,other,1460.0,2.0,2.0,87.0,3,5958.904109589041,0,0
Super built-up  Area,19-Jan,other,1260.0,2.0,2.0,85.05,3,6750.0,0,0
Super built-up  Area,Ready To Move,Panathur,980.0,2.0,1.0,57.0,2,5816.326530612245,0,0
Built-up  Area,Ready To Move,Kudlu Gate,1164.0,2.0,2.0,75.0,2,6443.298969072165,0,0
Super built-up  Area,Ready To Move,Subramanyapura,929.0,1.0,2.0,51.0,2,5489.773950484392,0,2
Built-up  Area,Ready To Move,Kundalahalli,1065.0,2.0,1.0,70.0,2,6572.769953051643,0,0
Super built-up  Area,Ready To Move,other,3000.0,3.0,1.0,265.0,3,8833.333333333334,1,3
Super built-up  Area,Ready To Move,Gunjur,1362.0,3.0,1.0,62.63,3,4598.384728340676,0,2
Super built-up  Area,Ready To Move,Yeshwanthpur,672.0,1.0,1.0,36.85,1,5483.630952380952,0,2
Super built-up  Area,Ready To Move,Brookefield,1746.0,3.0,3.0,115.0,3,6586.483390607102,1,0
Super built-up  Area,Ready To Move,Harlur,1532.0,2.0,1.0,65.0,2,4242.819843342037,0,2
Super built-up  Area,Ready To Move,other,1200.0,2.0,2.0,120.0,3,10000.0,1,3
Built-up  Area,19-Oct,Whitefield,3565.0,4.0,0.0,218.0,4,6115.007012622721,1,0
Super built-up  Area,19-Jan,Marathahalli,1170.0,2.0,2.0,85.0,2,7264.957264957265,0,0
Super built-up  Area,Ready To Move,other,1800.0,3.0,2.0,150.0,3,8333.333333333334,1,0
Plot  Area,Ready To Move,Cooke Town,2600.0,3.0,1.0,375.0,3,14423.076923076924,1,1
Super built-up  Area,Ready To Move,Kasturi Nagar,2507.0,4.0,2.0,155.0,4,6182.688472277623,1,0
Super built-up  Area,Ready To Move,Babusapalaya,1061.0,2.0,1.0,34.0,2,3204.5240339302545,0,2
Super built-up  Area,Ready To Move,KR Puram,1290.0,2.0,2.0,69.0,2,5348.837209302325,0,2
Super built-up  Area,Ready To Move,Sarjapur,1200.0,2.0,1.0,42.6,2,3550.0,0,2
Super built-up  Area,18-May,Bharathi Nagar,1120.0,2.0,2.0,39.29,2,3508.035714285714,0,2
Super built-up  Area,Ready To Move,Electronic City,418.0,1.0,1.0,12.0,1,2870.813397129187,0,2
Super built-up  Area,Ready To Move,Sarjapur,1333.0,3.0,1.0,50.0,3,3750.9377344336085,0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,1691.0,3.0,2.0,119.0,3,7037.25606150207,1,0
Super built-up  Area,19-Dec,Thanisandra,747.0,1.0,0.0,34.355,1,4599.062918340026,0,2
Super built-up  Area,Ready To Move,Koramangala,1700.0,3.0,3.0,250.0,3,14705.882352941177,1,1
Super built-up  Area,19-May,Thanisandra,2030.0,4.0,1.0,125.0,3,6157.635467980295,1,0
Super built-up  Area,18-Mar,Balagere,1012.0,2.0,1.0,70.0,2,6916.99604743083,0,0
Carpet  Area,Ready To Move,Kudlu,1245.0,2.0,1.0,60.0,3,4819.277108433735,0,2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1765.0,3.0,2.0,118.0,3,6685.552407932011,1,0
Super built-up  Area,Ready To Move,Gottigere,1110.0,2.0,2.0,36.25,2,3265.765765765766,0,2
Super built-up  Area,Ready To Move,Sarjapur,1044.0,2.0,2.0,36.0,2,3448.2758620689656,0,2
Carpet  Area,Ready To Move,KR Puram,866.28,2.0,0.0,36.38,2,4199.565960197628,0,2
Super built-up  Area,18-Feb,Whitefield,3410.0,5.0,3.0,253.0,4,7419.354838709677,1,0
Super built-up  Area,Ready To Move,Singasandra,1179.0,2.0,2.0,56.0,2,4749.787955894826,0,2
Super built-up  Area,Ready To Move,Rajaji Nagar,3600.0,5.0,2.0,510.0,5,14166.666666666666,1,1
Super built-up  Area,Ready To Move,Uttarahalli,1125.0,2.0,1.0,48.0,2,4266.666666666667,0,2
Super built-up  Area,Ready To Move,other,2098.0,3.0,1.0,210.0,3,10009.532888465204,1,3
Super built-up  Area,Ready To Move,other,2400.0,3.0,1.0,270.0,3,11250.0,1,3
Built-up  Area,Ready To Move,Haralur Road,1976.0,3.0,2.0,92.0,3,4655.87044534413,0,2
Built-up  Area,Ready To Move,5th Phase JP Nagar,1190.0,2.0,2.0,61.8,2,5193.27731092437,0,2
Super built-up  Area,Ready To Move,other,1800.0,3.0,3.0,192.0,3,10666.666666666666,1,3
Super built-up  Area,Ready To Move,Cooke Town,1700.0,3.0,3.0,120.0,3,7058.823529411765,1,0
Super built-up  Area,18-Apr,Electronic City,1128.0,2.0,1.0,64.8,2,5744.68085106383,0,0
Super built-up  Area,19-Jan,other,509.0,1.0,1.0,20.0,1,3929.2730844793714,0,2
Super built-up  Area,Ready To Move,Ambedkar Nagar,1852.0,4.0,2.0,122.0,3,6587.473002159827,1,0
Super built-up  Area,20-Dec,Varthur,1045.0,2.0,1.0,40.65,2,3889.9521531100477,0,2
Super built-up  Area,Ready To Move,Marathahalli,1102.0,2.0,2.0,53.67,2,4870.235934664247,0,2
Super built-up  Area,Ready To Move,Kothanur,1140.0,2.0,2.0,56.0,2,4912.2807017543855,0,2
Super built-up  Area,20-Jan,Balagere,645.0,1.0,1.0,55.0,1,8527.131782945737,0,0
Plot  Area,Ready To Move,other,2350.0,5.0,2.0,325.0,5,13829.787234042553,1,1
Plot  Area,18-May,Nagarbhavi,1200.0,3.0,2.0,225.0,3,18750.0,1,1
Carpet  Area,Ready To Move,other,2050.0,3.0,2.0,135.0,3,6585.365853658536,1,0
Super built-up  Area,Ready To Move,Sarjapur  Road,1335.0,2.0,1.0,95.0,2,7116.104868913858,0,0
Plot  Area,Ready To Move,other,2100.0,1.0,1.0,200.0,2,9523.809523809523,1,3
Super built-up  Area,18-Dec,Hebbal,1255.0,3.0,2.0,77.68,3,6189.641434262949,0,0
Super built-up  Area,Ready To Move,Hosakerehalli,2376.0,3.0,1.0,240.0,3,10101.0101010101,1,3
Super built-up  Area,19-Mar,Thanisandra,663.0,1.0,1.0,46.0,1,6938.15987933635,0,0
Super built-up  Area,Ready To Move,other,1276.0,2.0,0.0,146.0,2,11442.006269592477,1,3
Super built-up  Area,Ready To Move,Kodichikkanahalli,1400.0,3.0,3.0,66.0,3,4714.285714285715,0,2
Built-up  Area,Ready To Move,Malleshwaram,2200.0,3.0,2.0,275.0,3,12500.0,1,3
Built-up  Area,Ready To Move,Green Glen Layout,1740.0,3.0,3.0,80.0,3,4597.701149425287,0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,1154.0,2.0,2.0,47.0,2,4072.790294627383,0,2
Built-up  Area,Ready To Move,Munnekollal,1200.0,2.0,2.0,40.0,2,3333.3333333333335,0,2
Super built-up  Area,Ready To Move,Hennur,1155.0,2.0,2.0,54.5,2,4718.614718614718,0,2
Super built-up  Area,19-Dec,Hebbal,2470.0,5.0,2.0,192.0,4,7773.27935222672,1,0
Super built-up  Area,Ready To Move,Padmanabhanagar,1100.0,2.0,1.0,60.0,2,5454.545454545455,0,2
Super built-up  Area,Ready To Move,Hormavu,1250.0,2.0,2.0,65.0,2,5200.0,0,2
Super built-up  Area,Ready To Move,Kothanur,1400.0,2.0,1.0,70.0,2,5000.0,0,2
Super built-up  Area,Ready To Move,other,1600.0,3.0,2.0,100.0,3,6250.0,1,0
Built-up  Area,Ready To Move,Electronic City,1060.0,2.0,1.0,55.0,2,5188.679245283019,0,2
Super built-up  Area,Ready To Move,Horamavu Banaswadi,1272.0,2.0,2.0,50.0,2,3930.817610062893,0,2
Super built-up  Area,19-Jul,Kanakpura Road,1296.0,2.0,2.0,105.0,2,8101.851851851852,1,0
Built-up  Area,Ready To Move,other,2100.0,3.0,2.0,280.0,4,13333.333333333334,1,3
Super built-up  Area,Ready To Move,Karuna Nagar,1945.0,3.0,3.0,115.0,3,5912.596401028278,1,0
Super built-up  Area,Ready To Move,other,2100.0,3.0,1.0,270.0,3,12857.142857142857,1,3
Super built-up  Area,Ready To Move,Subramanyapura,1880.0,3.0,2.0,110.0,3,5851.063829787234,1,0
Super built-up  Area,20-May,other,2450.0,4.0,2.0,368.0,4,15020.408163265307,1,1
Super built-up  Area,Ready To Move,Kenchenahalli,1060.0,2.0,2.0,52.0,2,4905.66037735849,0,2
Super built-up  Area,Ready To Move,Hennur Road,2041.0,3.0,3.0,138.0,3,6761.391474767271,1,0
Built-up  Area,Ready To Move,Hulimavu,1050.0,2.0,2.0,125.0,2,11904.761904761905,1,3
Super built-up  Area,Ready To Move,Vasanthapura,1037.0,2.0,1.0,36.28,2,3498.553519768563,0,2
Super built-up  Area,Ready To Move,LB Shastri Nagar,1184.0,2.0,1.0,62.0,2,5236.486486486487,0,2
Built-up  Area,Ready To Move,Sarjapur  Road,1680.0,3.0,2.0,126.0,3,7500.0,1,0
Super built-up  Area,18-Apr,Thanisandra,1411.0,3.0,2.0,100.0,3,7087.172218284904,1,0
Built-up  Area,Ready To Move,other,3500.0,4.0,3.0,320.0,4,9142.857142857143,1,3
Super built-up  Area,Ready To Move,Thanisandra,1702.0,3.0,2.0,120.0,3,7050.5287896592245,1,0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,1515.0,2.0,2.0,135.0,3,8910.89108910891,1,3
Super built-up  Area,Ready To Move,JP Nagar,1107.0,2.0,1.0,57.0,2,5149.051490514905,0,2
Super built-up  Area,Ready To Move,Old Madras Road,1720.0,3.0,2.0,106.0,3,6162.790697674419,1,0
Super built-up  Area,Ready To Move,other,1540.0,3.0,2.0,150.0,3,9740.25974025974,1,3
Super built-up  Area,Ready To Move,Bannerghatta Road,1000.0,2.0,1.0,44.5,2,4450.0,0,2
Super built-up  Area,21-Dec,Electronic City,710.0,1.0,1.0,40.42,1,5692.957746478874,0,2
Built-up  Area,Ready To Move,other,3200.0,4.0,0.0,270.0,4,8437.5,1,0
Plot  Area,Ready To Move,other,900.0,2.0,2.0,160.0,2,17777.777777777777,1,1
Built-up  Area,Ready To Move,Bannerghatta Road,1250.0,2.0,0.0,48.0,2,3840.0,0,2
Built-up  Area,Ready To Move,Kaggadasapura,2400.0,4.0,3.0,130.0,5,5416.666666666667,1,0
Super built-up  Area,Ready To Move,Hegde Nagar,1584.01,3.0,1.0,104.0,3,6565.615116066187,1,0
Plot  Area,Ready To Move,Kammasandra,1200.0,6.0,3.0,60.0,4,5000.0,0,2
Super built-up  Area,Ready To Move,Kaggadasapura,1485.0,2.0,2.0,70.0,3,4713.804713804714,0,2
Built-up  Area,Ready To Move,Hennur Road,1100.0,2.0,1.0,78.0,3,7090.909090909091,0,0
Super built-up  Area,18-Mar,8th Phase JP Nagar,1245.0,2.0,1.0,59.0,2,4738.955823293173,0,2
Built-up  Area,19-Dec,Hennur Road,1880.0,4.0,0.0,154.0,4,8191.489361702128,1,0
Super built-up  Area,20-Jul,Frazer Town,2214.0,3.0,3.0,350.0,3,15808.491418247515,1,1
Super built-up  Area,19-Jul,Bannerghatta Road,1640.0,3.0,2.0,105.0,3,6402.4390243902435,1,0
Built-up  Area,Ready To Move,Kengeri Satellite Town,1110.0,2.0,1.0,43.0,2,3873.873873873874,0,2
Built-up  Area,Ready To Move,other,4000.0,4.0,2.0,630.0,4,15750.0,1,1
Super built-up  Area,Ready To Move,Haralur Road,1300.0,2.0,2.0,75.0,2,5769.2307692307695,0,0
Super built-up  Area,18-Aug,Hennur Road,1232.0,2.0,1.0,69.61,2,5650.162337662337,0,0
Built-up  Area,Ready To Move,7th Phase JP Nagar,1275.0,2.0,2.0,88.0,3,6901.9607843137255,0,0
Super built-up  Area,Ready To Move,Sarjapur  Road,1222.0,2.0,1.0,68.0,3,5564.648117839607,0,2
Super built-up  Area,Ready To Move,Varthur,1155.0,2.0,2.0,39.0,2,3376.6233766233768,0,2
Super built-up  Area,Ready To Move,Horamavu Banaswadi,1200.0,2.0,1.0,45.0,2,3750.0,0,2
Super built-up  Area,18-May,Horamavu Agara,1166.0,2.0,1.0,37.29,2,3198.1132075471696,0,2
Super built-up  Area,Ready To Move,5th Phase JP Nagar,4000.0,5.0,2.0,170.0,5,4250.0,1,2
Plot  Area,Ready To Move,Rajaji Nagar,1350.0,4.0,1.0,230.0,4,17037.037037037036,1,1
Super built-up  Area,Ready To Move,Yelahanka,3019.0,6.0,2.0,190.0,4,6293.474660483604,1,0
Plot  Area,Ready To Move,Dommasandra,900.0,3.0,1.0,75.0,3,8333.333333333334,0,0
Super built-up  Area,Ready To Move,Chandapura,971.0,2.0,2.0,38.0,3,3913.491246138002,0,2
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,1.0,52.32,2,4168.924302788844,0,2
Built-up  Area,Ready To Move,EPIP Zone,1810.0,2.0,2.0,65.0,2,3591.160220994475,0,2
Super built-up  Area,Ready To Move,Pattandur Agrahara,1350.0,2.0,3.0,68.0,2,5037.037037037037,0,2
Plot  Area,Ready To Move,Brookefield,1560.0,3.0,2.0,149.0,4,9551.28205128205,1,3
Super built-up  Area,Ready To Move,Somasundara Palya,1650.0,3.0,2.0,126.0,3,7636.363636363636,1,0
Super built-up  Area,Ready To Move,Hennur Road,1748.0,3.0,2.0,103.0,3,5892.448512585813,1,0
Plot  Area,18-Nov,Channasandra,1200.0,3.0,1.0,67.77,3,5647.5,0,0
Built-up  Area,Ready To Move,Kengeri Satellite Town,1170.0,2.0,3.0,50.0,2,4273.504273504273,0,2
Built-up  Area,Ready To Move,Sarjapur  Road,3420.0,4.0,2.0,225.0,4,6578.9473684210525,1,0
Super built-up  Area,Ready To Move,Frazer Town,1870.0,3.0,3.0,180.0,3,9625.668449197861,1,3
Super built-up  Area,Ready To Move,Sarjapur  Road,1510.0,2.0,1.0,110.0,3,7284.76821192053,1,0
Super built-up  Area,Ready To Move,Indira Nagar,1149.0,2.0,1.0,130.0,2,11314.186248912098,1,3
Built-up  Area,Ready To Move,Thanisandra,1948.0,4.0,2.0,129.0,4,6622.17659137577,1,0
Super built-up  Area,Ready To Move,Sarjapur  Road,1242.0,2.0,1.0,78.0,2,6280.193236714976,0,0
Super built-up  Area,Ready To Move,Sonnenahalli,1268.0,2.0,1.0,58.0,2,4574.132492113565,0,2
Super built-up  Area,Ready To Move,Ramamurthy Nagar,1101.0,2.0,1.0,50.0,2,4541.326067211626,0,2
Super built-up  Area,Ready To Move,Gunjur,1362.0,3.0,1.0,62.63,3,4598.384728340676,0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,984.0,3.0,2.0,140.0,3,14227.642276422765,1,1
Super built-up  Area,18-May,Hosa Road,1089.0,2.0,1.0,32.67,2,3000.0,0,2
Built-up  Area,Ready To Move,other,800.0,1.0,3.0,95.0,2,11875.0,0,3
Super built-up  Area,Ready To Move,Uttarahalli,1345.0,2.0,1.0,57.0,3,4237.918215613383,0,2
Plot  Area,Ready To Move,Thanisandra,3600.0,9.0,3.0,125.0,8,3472.222222222222,1,2
Plot  Area,Ready To Move,other,1650.0,2.0,1.0,140.0,4,8484.848484848484,1,0
Super built-up  Area,Ready To Move,Kaggalipura,950.0,2.0,1.0,45.0,2,4736.8421052631575,0,2
Super built-up  Area,Ready To Move,HBR Layout,1068.0,2.0,1.0,43.0,2,4026.2172284644193,0,2
Built-up  Area,Ready To Move,Yelahanka New Town,860.0,1.0,2.0,31.0,2,3604.6511627906975,0,2
Built-up  Area,Ready To Move,Kengeri,3000.0,5.0,2.0,130.0,8,4333.333333333333,1,2
Super built-up  Area,Ready To Move,Banashankari,1800.0,3.0,2.0,125.0,3,6944.444444444444,1,0
Super built-up  Area,18-May,Old Airport Road,2732.0,4.0,3.0,204.0,4,7467.0571010248905,1,0
Super built-up  Area,Ready To Move,Ananth Nagar,1010.0,2.0,2.0,38.0,2,3762.3762376237623,0,2
Built-up  Area,Ready To Move,Nagarbhavi,1250.0,3.0,0.0,170.0,2,13600.0,1,1
Super built-up  Area,Ready To Move,Doddakallasandra,1010.0,2.0,1.0,41.0,2,4059.4059405940593,0,2
Super built-up  Area,19-Jan,Mysore Road,1248.52,3.0,2.0,115.0,3,9210.90571236344,1,3
Built-up  Area,Ready To Move,Attibele,410.0,1.0,1.0,10.0,1,2439.0243902439024,0,2
Super built-up  Area,Ready To Move,JP Nagar,1250.0,2.0,2.0,93.0,2,7440.0,0,0
Super built-up  Area,Ready To Move,Hebbal,4600.0,6.0,2.0,650.0,4,14130.434782608696,1,1
Super built-up  Area,Ready To Move,Whitefield,6000.0,6.0,2.0,700.0,4,11666.666666666666,1,3
Super built-up  Area,Ready To Move,KR Puram,1096.0,2.0,1.0,43.0,2,3923.3576642335765,0,2
Super built-up  Area,18-May,Electronic City Phase II,1160.0,2.0,1.0,33.5,2,2887.9310344827586,0,2
Built-up  Area,Ready To Move,other,1936.0,3.0,2.0,139.0,3,7179.752066115702,1,0
Super built-up  Area,Ready To Move,Nehru Nagar,1269.0,2.0,2.0,63.0,3,4964.5390070921985,0,2
Super built-up  Area,19-Dec,other,3500.0,3.0,1.0,630.0,3,18000.0,1,1
Super built-up  Area,18-May,Panathur,1586.0,3.0,1.0,125.0,3,7881.462799495586,1,0
Super built-up  Area,18-Jul,Rajaji Nagar,1376.0,2.0,1.0,124.0,2,9011.627906976744,1,3
Super built-up  Area,18-Aug,Hosa Road,1538.0,3.0,1.0,107.0,3,6957.087126137842,1,0
Super built-up  Area,18-May,Hosur Road,1427.0,2.0,1.0,130.0,3,9110.021023125439,1,3
Super built-up  Area,Ready To Move,Harlur,1197.0,2.0,1.0,77.0,2,6432.748538011696,0,0
Super built-up  Area,18-Dec,Varthur,674.0,1.0,1.0,19.9,2,2952.522255192878,0,2
Built-up  Area,Ready To Move,Kengeri,410.0,1.0,1.0,15.0,1,3658.5365853658536,0,2
Built-up  Area,18-Apr,Thanisandra,1573.0,3.0,1.0,90.0,3,5721.551176096631,0,0
Super built-up  Area,Ready To Move,Dodda Nekkundi,1135.0,2.0,2.0,58.0,2,5110.132158590309,0,2
Super built-up  Area,Ready To Move,other,1200.0,1.0,0.0,65.0,1,5416.666666666667,0,2
Super built-up  Area,Ready To Move,Sonnenahalli,1268.0,2.0,1.0,56.0,2,4416.403785488959,0,2
Super built-up  Area,Ready To Move,Kambipura,883.0,2.0,1.0,39.0,2,4416.761041902605,0,2
Super built-up  Area,Ready To Move,Yelahanka,1600.0,3.0,3.0,100.0,3,6250.0,1,0
Super built-up  Area,Ready To Move,Thanisandra,1056.0,2.0,2.0,70.0,2,6628.787878787879,0,0
Plot  Area,Ready To Move,Whitefield,4500.0,4.0,2.0,330.0,4,7333.333333333333,1,0
Super built-up  Area,Ready To Move,KR Puram,1204.0,2.0,2.0,58.0,2,4817.275747508305,0,2
Built-up  Area,Ready To Move,Hennur Road,1460.0,2.0,1.0,80.3,2,5500.0,0,2
Super built-up  Area,Ready To Move,Dodda Nekkundi,1100.0,2.0,1.0,41.18,2,3743.6363636363635,0,2
Super built-up  Area,Ready To Move,other,1310.0,2.0,1.0,88.0,2,6717.557251908397,0,0
Super built-up  Area,Ready To Move,Uttarahalli,1345.0,2.0,1.0,57.0,3,4237.918215613383,0,2
Built-up  Area,Ready To Move,other,2000.0,5.0,2.0,240.0,5,12000.0,1,3
Super built-up  Area,Ready To Move,Singasandra,1416.0,2.0,2.0,67.0,2,4731.6384180790965,0,2
Super built-up  Area,Ready To Move,HSR Layout,1145.0,2.0,2.0,46.0,2,4017.467248908297,0,2
